Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)
n: 1656, t: 0.207000, x[n]:   (1.000000,0.000567), y[n]:  (0.997842,-0.000326), y(t):  (0.999993,-0.002417), diff:  (0.002151,-0.002091)
n: 1657, t: 0.207125, x[n]:  (-0.707340,0.706874), y[n]:  (-0.705183,0.705979), y(t):  (-0.705224,0.708978), diff:  (-0.000041,0.002999)
n: 1658, t: 0.207250, x[n]:  (0.000336,-1.000000), y[n]: (-0.000556,-0.997842), y(t): (-0.002648,-0.999992), diff: (-0.002092,-0.002150)
n: 1659, t: 0.207375, x[n]:   (0.706864,0.707349), y[n]:   (0.705970,0.705192), y(t):   (0.708969,0.705233), diff:   (0.002999,0.000041)
n: 1660, t: 0.207500, x[n]: (-1.000000,-0.000349), y[n]:  (-0.997842,0.000543), y(t):  (-0.999992,0.002635), diff:  (-0.002150,0.002092)
n: 1661, t: 0.207625, x[n]:  (0.707359,-0.706855), y[n]:  (0.705202,-0.705960), y(t):  (0.705243,-0.708959), diff:  (0.000041,-0.002999)
n: 1662, t: 0.207750, x[n]:  (-0.000363,1.000000), y[n]:   (0.000530,0.997842), y(t):   (0.002621,0.999992), diff:   (0.002092,0.002150)
n: 1663, t: 0.207875, x[n]: (-0.706845,-0.707368), y[n]: (-0.705951,-0.705211), y(t): (-0.708950,-0.705252), diff: (-0.002999,-0.000041)
n: 1664, t: 0.208000, x[n]:   (1.000000,0.000132), y[n]:  (0.997842,-0.000760), y(t):  (0.999991,-0.002852), diff:  (0.002149,-0.002092)
n: 1665, t: 0.208125, x[n]:  (-0.707377,0.706836), y[n]:  (-0.705221,0.705941), y(t):  (-0.705262,0.708941), diff:  (-0.000041,0.003000)
n: 1666, t: 0.208250, x[n]:  (0.000389,-1.000000), y[n]: (-0.000503,-0.997842), y(t): (-0.002595,-0.999992), diff: (-0.002092,-0.002150)
n: 1667, t: 0.208375, x[n]:   (0.706827,0.707387), y[n]:   (0.705932,0.705230), y(t):   (0.708931,0.705271), diff:   (0.002999,0.000041)
n: 1668, t: 0.208500, x[n]: (-1.000000,-0.000403), y[n]:  (-0.997842,0.000490), y(t):  (-0.999992,0.002581), diff:  (-0.002150,0.002092)
n: 1669, t: 0.208625, x[n]:  (0.707224,-0.706990), y[n]:  (0.705067,-0.706095), y(t):  (0.705108,-0.709094), diff:  (0.000041,-0.002999)
n: 1670, t: 0.208750, x[n]:  (-0.000416,1.000000), y[n]:   (0.000476,0.997842), y(t):   (0.002568,0.999992), diff:   (0.002092,0.002150)
n: 1671, t: 0.208875, x[n]: (-0.706808,-0.707406), y[n]: (-0.705913,-0.705249), y(t): (-0.708912,-0.705290), diff: (-0.002999,-0.000041)
n: 1672, t: 0.209000, x[n]:   (1.000000,0.000185), y[n]:  (0.997842,-0.000707), y(t):  (0.999992,-0.002799), diff:  (0.002149,-0.002092)
n: 1673, t: 0.209125, x[n]:  (-0.707415,0.706798), y[n]:  (-0.705258,0.705903), y(t):  (-0.705300,0.708903), diff:  (-0.000041,0.003000)
n: 1674, t: 0.209250, x[n]:  (0.000199,-1.000000), y[n]: (-0.000694,-0.997842), y(t): (-0.002785,-0.999992), diff: (-0.002092,-0.002149)
n: 1675, t: 0.209375, x[n]:   (0.706961,0.707252), y[n]:   (0.706066,0.705095), y(t):   (0.709066,0.705136), diff:   (0.002999,0.000041)
n: 1676, t: 0.209500, x[n]: (-1.000000,-0.000456), y[n]:  (-0.997842,0.000436), y(t):  (-0.999992,0.002528), diff:  (-0.002150,0.002092)
n: 1677, t: 0.209625, x[n]:  (0.707262,-0.706952), y[n]:  (0.705105,-0.706057), y(t):  (0.705146,-0.709056), diff:  (0.000041,-0.002999)
n: 1678, t: 0.209750, x[n]:  (-0.000470,1.000000), y[n]:   (0.000423,0.997842), y(t):   (0.002514,0.999992), diff:   (0.002092,0.002150)
n: 1679, t: 0.209875, x[n]: (-0.706770,-0.707444), y[n]: (-0.705875,-0.705287), y(t): (-0.708875,-0.705328), diff: (-0.002999,-0.000042)
n: 1680, t: 0.210000, x[n]:   (1.000000,0.000239), y[n]:  (0.997842,-0.000654), y(t):  (0.999992,-0.002745), diff:  (0.002150,-0.002092)
n: 1681, t: 0.210125, x[n]:  (-0.707453,0.706760), y[n]:  (-0.705296,0.705866), y(t):  (-0.705338,0.708865), diff:  (-0.000042,0.003000)
n: 1682, t: 0.210250, x[n]:  (0.000252,-1.000000), y[n]: (-0.000640,-0.997842), y(t): (-0.002732,-0.999992), diff: (-0.002092,-0.002150)
n: 1683, t: 0.210375, x[n]:   (0.706924,0.707290), y[n]:   (0.706029,0.705133), y(t):   (0.709028,0.705174), diff:   (0.002999,0.000041)
n: 1684, t: 0.210500, x[n]: (-1.000000,-0.000510), y[n]:  (-0.997842,0.000383), y(t):  (-0.999992,0.002474), diff:  (-0.002151,0.002092)
n: 1685, t: 0.210625, x[n]:  (0.707299,-0.706914), y[n]:  (0.705142,-0.706020), y(t):  (0.705183,-0.709019), diff:  (0.000041,-0.002999)
n: 1686, t: 0.210750, x[n]:  (-0.000523,1.000000), y[n]:   (0.000369,0.997842), y(t):   (0.002461,0.999992), diff:   (0.002092,0.002151)
n: 1687, t: 0.210875, x[n]: (-0.706905,-0.707309), y[n]: (-0.706010,-0.705152), y(t): (-0.709009,-0.705193), diff: (-0.002999,-0.000041)
n: 1688, t: 0.211000, x[n]:   (1.000000,0.000292), y[n]:  (0.997842,-0.000600), y(t):  (0.999992,-0.002692), diff:  (0.002150,-0.002092)
n: 1689, t: 0.211125, x[n]:  (-0.707491,0.706723), y[n]:  (-0.705334,0.705828), y(t):  (-0.705375,0.708828), diff:  (-0.000042,0.003000)
n: 1690, t: 0.211250, x[n]:  (0.000306,-1.000000), y[n]: (-0.000587,-0.997842), y(t): (-0.002678,-0.999992), diff: (-0.002092,-0.002150)
n: 1691, t: 0.211375, x[n]:   (0.706886,0.707328), y[n]:   (0.705991,0.705171), y(t):   (0.708990,0.705212), diff:   (0.002999,0.000041)
n: 1692, t: 0.211500, x[n]: (-1.000000,-0.000319), y[n]:  (-0.997842,0.000573), y(t):  (-0.999992,0.002665), diff:  (-0.002150,0.002092)
n: 1693, t: 0.211625, x[n]:  (0.707337,-0.706876), y[n]:  (0.705180,-0.705982), y(t):  (0.705221,-0.708981), diff:  (0.000041,-0.002999)
n: 1694, t: 0.211750, x[n]:  (-0.000332,1.000000), y[n]:   (0.000560,0.997842), y(t):   (0.002652,0.999992), diff:   (0.002092,0.002150)
n: 1695, t: 0.211875, x[n]: (-0.706867,-0.707347), y[n]: (-0.705972,-0.705190), y(t): (-0.708971,-0.705231), diff: (-0.002999,-0.000041)
n: 1696, t: 0.212000, x[n]:   (1.000000,0.000346), y[n]:  (0.997842,-0.000547), y(t):  (0.999992,-0.002638), diff:  (0.002150,-0.002092)
n: 1697, t: 0.212125, x[n]:  (-0.707183,0.707030), y[n]:  (-0.705027,0.706135), y(t):  (-0.705067,0.709134), diff:  (-0.000040,0.002999)
n: 1698, t: 0.212250, x[n]:  (0.000359,-1.000000), y[n]: (-0.000533,-0.997842), y(t): (-0.002625,-0.999992), diff: (-0.002092,-0.002150)
n: 1699, t: 0.212375, x[n]:   (0.706848,0.707365), y[n]:   (0.705953,0.705209), y(t):   (0.708953,0.705250), diff:   (0.002999,0.000041)
n: 1700, t: 0.212500, x[n]: (-1.000000,-0.000373), y[n]:  (-0.997842,0.000520), y(t):  (-0.999992,0.002612), diff:  (-0.002150,0.002092)
n: 1701, t: 0.212625, x[n]:  (0.707375,-0.706839), y[n]:  (0.705218,-0.705944), y(t):  (0.705259,-0.708943), diff:  (0.000041,-0.002999)
n: 1702, t: 0.212750, x[n]:  (-0.000142,1.000000), y[n]:   (0.000750,0.997842), y(t):   (0.002842,0.999991), diff:   (0.002092,0.002149)
n: 1703, t: 0.212875, x[n]: (-0.706829,-0.707384), y[n]: (-0.705934,-0.705227), y(t): (-0.708934,-0.705269), diff: (-0.003000,-0.000041)
n: 1704, t: 0.213000, x[n]:   (1.000000,0.000399), y[n]:  (0.997842,-0.000493), y(t):  (0.999992,-0.002585), diff:  (0.002150,-0.002092)
n: 1705, t: 0.213125, x[n]:  (-0.707221,0.706992), y[n]:  (-0.705064,0.706098), y(t):  (-0.705105,0.709096), diff:  (-0.000041,0.002999)
n: 1706, t: 0.213250, x[n]:  (0.000413,-1.000000), y[n]: (-0.000480,-0.997842), y(t): (-0.002572,-0.999992), diff: (-0.002092,-0.002150)
n: 1707, t: 0.213375, x[n]:   (0.706810,0.707403), y[n]:   (0.705916,0.705246), y(t):   (0.708915,0.705288), diff:   (0.002999,0.000041)
n: 1708, t: 0.213500, x[n]: (-1.000000,-0.000426), y[n]:  (-0.997842,0.000467), y(t):  (-0.999992,0.002558), diff:  (-0.002150,0.002092)
n: 1709, t: 0.213625, x[n]:  (0.707413,-0.706801), y[n]:  (0.705256,-0.705906), y(t):  (0.705297,-0.708905), diff:  (0.000041,-0.002999)
n: 1710, t: 0.213750, x[n]:  (-0.000195,1.000000), y[n]:   (0.000697,0.997842), y(t):   (0.002789,0.999992), diff:   (0.002092,0.002149)
n: 1711, t: 0.213875, x[n]: (-0.706791,-0.707422), y[n]: (-0.705896,-0.705265), y(t): (-0.708896,-0.705307), diff: (-0.003000,-0.000041)
n: 1712, t: 0.214000, x[n]:   (1.000000,0.000453), y[n]:  (0.997842,-0.000440), y(t):  (0.999992,-0.002531), diff:  (0.002150,-0.002091)
n: 1713, t: 0.214125, x[n]:  (-0.707259,0.706955), y[n]:  (-0.705102,0.706060), y(t):  (-0.705143,0.709059), diff:  (-0.000041,0.002999)
n: 1714, t: 0.214250, x[n]:  (0.000466,-1.000000), y[n]: (-0.000426,-0.997842), y(t): (-0.002518,-0.999992), diff: (-0.002092,-0.002150)
n: 1715, t: 0.214375, x[n]:   (0.706945,0.707268), y[n]:   (0.706050,0.705112), y(t):   (0.709049,0.705153), diff:   (0.002999,0.000041)
n: 1716, t: 0.214500, x[n]: (-1.000000,-0.000235), y[n]:  (-0.997842,0.000657), y(t):  (-0.999992,0.002749), diff:  (-0.002150,0.002092)
n: 1717, t: 0.214625, x[n]:  (0.707450,-0.706763), y[n]:  (0.705293,-0.705868), y(t):  (0.705335,-0.708868), diff:  (0.000042,-0.003000)
n: 1718, t: 0.214750, x[n]:  (-0.000249,1.000000), y[n]:   (0.000644,0.997842), y(t):   (0.002735,0.999992), diff:   (0.002092,0.002150)
n: 1719, t: 0.214875, x[n]: (-0.706753,-0.707460), y[n]: (-0.705859,-0.705303), y(t): (-0.708858,-0.705344), diff: (-0.003000,-0.000042)
n: 1720, t: 0.215000, x[n]:   (1.000000,0.000262), y[n]:  (0.997842,-0.000630), y(t):  (0.999992,-0.002722), diff:  (0.002150,-0.002092)
n: 1721, t: 0.215125, x[n]:  (-0.707297,0.706917), y[n]:  (-0.705140,0.706022), y(t):  (-0.705181,0.709021), diff:  (-0.000041,0.002999)
n: 1722, t: 0.215250, x[n]:  (0.000520,-1.000000), y[n]: (-0.000373,-0.997842), y(t): (-0.002465,-0.999992), diff: (-0.002092,-0.002151)
n: 1723, t: 0.215375, x[n]:   (0.706907,0.707306), y[n]:   (0.706013,0.705149), y(t):   (0.709012,0.705190), diff:   (0.002999,0.000041)
n: 1724, t: 0.215500, x[n]: (-1.000000,-0.000289), y[n]:  (-0.997842,0.000604), y(t):  (-0.999992,0.002695), diff:  (-0.002150,0.002092)
n: 1725, t: 0.215625, x[n]:  (0.707316,-0.706898), y[n]:  (0.705159,-0.706003), y(t):  (0.705200,-0.709002), diff:  (0.000041,-0.002999)
n: 1726, t: 0.215750, x[n]:  (-0.000302,1.000000), y[n]:   (0.000590,0.997842), y(t):   (0.002682,0.999992), diff:   (0.002092,0.002150)
n: 1727, t: 0.215875, x[n]: (-0.706716,-0.707498), y[n]: (-0.705821,-0.705341), y(t): (-0.708821,-0.705382), diff: (-0.003000,-0.000042)
n: 1728, t: 0.216000, x[n]:   (1.000000,0.000315), y[n]:  (0.997842,-0.000577), y(t):  (0.999992,-0.002669), diff:  (0.002150,-0.002092)
n: 1729, t: 0.216125, x[n]:  (-0.707335,0.706879), y[n]:  (-0.705178,0.705984), y(t):  (-0.705219,0.708983), diff:  (-0.000041,0.002999)
n: 1730, t: 0.216250, x[n]:  (0.000573,-1.000000), y[n]: (-0.000320,-0.997842), y(t): (-0.002411,-0.999993), diff: (-0.002091,-0.002151)
n: 1731, t: 0.216375, x[n]:   (0.706869,0.707344), y[n]:   (0.705975,0.705187), y(t):   (0.708974,0.705228), diff:   (0.002999,0.000041)
n: 1732, t: 0.216500, x[n]: (-1.000000,-0.000342), y[n]:  (-0.997842,0.000550), y(t):  (-0.999992,0.002642), diff:  (-0.002150,0.002092)
n: 1733, t: 0.216625, x[n]:  (0.707353,-0.706860), y[n]:  (0.705196,-0.705965), y(t):  (0.705238,-0.708965), diff:  (0.000041,-0.002999)
n: 1734, t: 0.216750, x[n]:  (-0.000356,1.000000), y[n]:   (0.000537,0.997842), y(t):   (0.002629,0.999992), diff:   (0.002092,0.002150)
n: 1735, t: 0.216875, x[n]: (-0.706851,-0.707363), y[n]: (-0.705956,-0.705206), y(t): (-0.708955,-0.705247), diff: (-0.002999,-0.000041)
n: 1736, t: 0.217000, x[n]:   (1.000000,0.000369), y[n]:  (0.997842,-0.000524), y(t):  (0.999992,-0.002615), diff:  (0.002150,-0.002092)
n: 1737, t: 0.217125, x[n]:  (-0.707372,0.706841), y[n]:  (-0.705215,0.705946), y(t):  (-0.705257,0.708946), diff:  (-0.000041,0.002999)
n: 1738, t: 0.217250, x[n]:  (0.000138,-1.000000), y[n]: (-0.000754,-0.997842), y(t): (-0.002846,-0.999991), diff: (-0.002092,-0.002149)
n: 1739, t: 0.217375, x[n]:   (0.707004,0.707209), y[n]:   (0.706109,0.705052), y(t):   (0.709108,0.705093), diff:   (0.002999,0.000041)
n: 1740, t: 0.217500, x[n]: (-1.000000,-0.000396), y[n]:  (-0.997842,0.000497), y(t):  (-0.999992,0.002588), diff:  (-0.002150,0.002092)
n: 1741, t: 0.217625, x[n]:  (0.707219,-0.706995), y[n]:  (0.705062,-0.706100), y(t):  (0.705103,-0.709099), diff:  (0.000041,-0.002999)
n: 1742, t: 0.217750, x[n]:  (-0.000409,1.000000), y[n]:   (0.000483,0.997842), y(t):   (0.002575,0.999992), diff:   (0.002092,0.002150)
n: 1743, t: 0.217875, x[n]: (-0.706985,-0.707228), y[n]: (-0.706091,-0.705071), y(t): (-0.709090,-0.705112), diff: (-0.002999,-0.000041)
n: 1744, t: 0.218000, x[n]:   (1.000000,0.000422), y[n]:  (0.997842,-0.000470), y(t):  (0.999992,-0.002562), diff:  (0.002150,-0.002092)
n: 1745, t: 0.218125, x[n]:  (-0.707583,0.706631), y[n]:  (-0.705425,0.705736), y(t):  (-0.705468,0.708736), diff:  (-0.000042,0.003000)
n: 1746, t: 0.218250, x[n]:  (0.000436,-1.000000), y[n]: (-0.000457,-0.997842), y(t): (-0.002548,-0.999992), diff: (-0.002091,-0.002150)
n: 1747, t: 0.218375, x[n]:   (0.706967,0.707247), y[n]:   (0.706072,0.705090), y(t):   (0.709071,0.705131), diff:   (0.002999,0.000041)
n: 1748, t: 0.218500, x[n]: (-1.000000,-0.000449), y[n]:  (-0.997842,0.000443), y(t):  (-0.999992,0.002535), diff:  (-0.002150,0.002092)
n: 1749, t: 0.218625, x[n]:  (0.707256,-0.706957), y[n]:  (0.705100,-0.706062), y(t):  (0.705140,-0.709061), diff:  (0.000041,-0.002999)
n: 1750, t: 0.218750, x[n]:  (-0.000462,1.000000), y[n]:   (0.000430,0.997842), y(t):   (0.002522,0.999992), diff:   (0.002092,0.002150)
n: 1751, t: 0.218875, x[n]: (-0.706948,-0.707266), y[n]: (-0.706053,-0.705109), y(t): (-0.709052,-0.705150), diff: (-0.002999,-0.000041)
n: 1752, t: 0.219000, x[n]:   (1.000000,0.000476), y[n]:  (0.997842,-0.000417), y(t):  (0.999992,-0.002508), diff:  (0.002150,-0.002092)
n: 1753, t: 0.219125, x[n]:  (-0.707620,0.706593), y[n]:  (-0.705463,0.705698), y(t):  (-0.705506,0.708698), diff:  (-0.000042,0.003000)
n: 1754, t: 0.219250, x[n]:  (0.000489,-1.000000), y[n]: (-0.000404,-0.997842), y(t): (-0.002495,-0.999992), diff: (-0.002091,-0.002150)
n: 1755, t: 0.219375, x[n]:   (0.706929,0.707285), y[n]:   (0.706034,0.705128), y(t):   (0.709033,0.705169), diff:   (0.002999,0.000041)
n: 1756, t: 0.219500, x[n]: (-1.000000,-0.000014), y[n]:  (-0.997842,0.000878), y(t):  (-0.999991,0.002970), diff:  (-0.002149,0.002092)
n: 1757, t: 0.219625, x[n]:  (0.707294,-0.706919), y[n]:  (0.705137,-0.706024), y(t):  (0.705178,-0.709024), diff:  (0.000041,-0.003000)
n: 1758, t: 0.219750, x[n]:  (-0.000516,1.000000), y[n]:   (0.000377,0.997842), y(t):   (0.002468,0.999992), diff:   (0.002092,0.002151)
n: 1759, t: 0.219875, x[n]: (-0.706910,-0.707304), y[n]: (-0.706015,-0.705147), y(t): (-0.709014,-0.705188), diff: (-0.002999,-0.000041)
n: 1760, t: 0.220000, x[n]:   (1.000000,0.000529), y[n]:  (0.997842,-0.000363), y(t):  (0.999992,-0.002455), diff:  (0.002151,-0.002092)
n: 1761, t: 0.220125, x[n]:  (-0.707313,0.706900), y[n]:  (-0.705156,0.706006), y(t):  (-0.705197,0.709005), diff:  (-0.000041,0.002999)
n: 1762, t: 0.220250, x[n]:  (0.000543,-1.000000), y[n]: (-0.000350,-0.997842), y(t): (-0.002441,-0.999993), diff: (-0.002091,-0.002151)
n: 1763, t: 0.220375, x[n]:   (0.706891,0.707323), y[n]:   (0.705996,0.705166), y(t):   (0.708995,0.705207), diff:   (0.002999,0.000041)
n: 1764, t: 0.220500, x[n]: (-1.000000,-0.000068), y[n]:  (-0.997842,0.000824), y(t):  (-0.999991,0.002916), diff:  (-0.002149,0.002092)
n: 1765, t: 0.220625, x[n]:  (0.707332,-0.706881), y[n]:  (0.705175,-0.705986), y(t):  (0.705216,-0.708986), diff:  (0.000041,-0.003000)
n: 1766, t: 0.220750, x[n]:  (-0.000081,1.000000), y[n]:   (0.000811,0.997842), y(t):   (0.002903,0.999991), diff:   (0.002092,0.002149)
n: 1767, t: 0.220875, x[n]: (-0.706872,-0.707341), y[n]: (-0.705977,-0.705185), y(t): (-0.708977,-0.705226), diff: (-0.003000,-0.000041)
n: 1768, t: 0.221000, x[n]:   (1.000000,0.000583), y[n]:  (0.997842,-0.000310), y(t):  (0.999993,-0.002401), diff:  (0.002151,-0.002091)
n: 1769, t: 0.221125, x[n]:  (-0.707351,0.706863), y[n]:  (-0.705194,0.705968), y(t):  (-0.705235,0.708967), diff:  (-0.000041,0.002999)
n: 1770, t: 0.221250, x[n]:  (0.000596,-1.000000), y[n]: (-0.000297,-0.997842), y(t): (-0.002388,-0.999993), diff: (-0.002091,-0.002151)
n: 1771, t: 0.221375, x[n]:   (0.706853,0.707360), y[n]:   (0.705959,0.705203), y(t):   (0.708958,0.705245), diff:   (0.002999,0.000041)
n: 1772, t: 0.221500, x[n]: (-1.000000,-0.000121), y[n]:  (-0.997842,0.000771), y(t):  (-0.999991,0.002863), diff:  (-0.002149,0.002092)
n: 1773, t: 0.221625, x[n]:  (0.707370,-0.706844), y[n]:  (0.705213,-0.705949), y(t):  (0.705254,-0.708948), diff:  (0.000041,-0.003000)
n: 1774, t: 0.221750, x[n]:  (-0.000135,1.000000), y[n]:   (0.000758,0.997842), y(t):   (0.002850,0.999991), diff:   (0.002092,0.002149)
n: 1775, t: 0.221875, x[n]: (-0.706834,-0.707379), y[n]: (-0.705939,-0.705222), y(t): (-0.708939,-0.705264), diff: (-0.003000,-0.000041)
n: 1776, t: 0.222000, x[n]:   (1.000000,0.000636), y[n]:  (0.997842,-0.000257), y(t):  (0.999993,-0.002348), diff:  (0.002151,-0.002091)
n: 1777, t: 0.222125, x[n]:  (-0.707389,0.706825), y[n]:  (-0.705232,0.705930), y(t):  (-0.705273,0.708929), diff:  (-0.000041,0.002999)
n: 1778, t: 0.222250, x[n]:  (0.000650,-1.000000), y[n]: (-0.000243,-0.997842), y(t): (-0.002335,-0.999993), diff: (-0.002091,-0.002151)
n: 1779, t: 0.222375, x[n]:   (0.706815,0.707398), y[n]:   (0.705921,0.705241), y(t):   (0.708920,0.705283), diff:   (0.002999,0.000041)
n: 1780, t: 0.222500, x[n]: (-1.000000,-0.000175), y[n]:  (-0.997842,0.000718), y(t):  (-0.999992,0.002809), diff:  (-0.002149,0.002092)
n: 1781, t: 0.222625, x[n]:  (0.707408,-0.706806), y[n]:  (0.705251,-0.705911), y(t):  (0.705292,-0.708911), diff:  (0.000041,-0.003000)
n: 1782, t: 0.222750, x[n]:  (-0.000188,1.000000), y[n]:   (0.000704,0.997842), y(t):   (0.002796,0.999992), diff:   (0.002092,0.002149)
n: 1783, t: 0.222875, x[n]: (-0.706796,-0.707417), y[n]: (-0.705902,-0.705260), y(t): (-0.708901,-0.705302), diff: (-0.003000,-0.000041)
n: 1784, t: 0.223000, x[n]:   (1.000000,0.000201), y[n]:  (0.997842,-0.000691), y(t):  (0.999992,-0.002783), diff:  (0.002149,-0.002092)
n: 1785, t: 0.223125, x[n]:  (-0.707426,0.706787), y[n]:  (-0.705269,0.705892), y(t):  (-0.705311,0.708892), diff:  (-0.000041,0.003000)
n: 1786, t: 0.223250, x[n]:  (0.000703,-1.000000), y[n]: (-0.000190,-0.997842), y(t): (-0.002281,-0.999993), diff: (-0.002091,-0.002151)
n: 1787, t: 0.223375, x[n]:   (0.706778,0.707436), y[n]:   (0.705883,0.705279), y(t):   (0.708882,0.705320), diff:   (0.002999,0.000042)
n: 1788, t: 0.223500, x[n]: (-1.000000,-0.000228), y[n]:  (-0.997842,0.000664), y(t):  (-0.999992,0.002756), diff:  (-0.002149,0.002092)
n: 1789, t: 0.223625, x[n]:  (0.707445,-0.706768), y[n]:  (0.705288,-0.705873), y(t):  (0.705330,-0.708873), diff:  (0.000042,-0.003000)
n: 1790, t: 0.223750, x[n]:  (-0.000241,1.000000), y[n]:   (0.000651,0.997842), y(t):   (0.002743,0.999992), diff:   (0.002092,0.002150)
n: 1791, t: 0.223875, x[n]: (-0.706759,-0.707455), y[n]: (-0.705864,-0.705298), y(t): (-0.708863,-0.705339), diff: (-0.003000,-0.000042)
n: 1792, t: 0.224000, x[n]:   (1.000000,0.000255), y[n]:  (0.997842,-0.000638), y(t):  (0.999992,-0.002729), diff:  (0.002150,-0.002092)
n: 1793, t: 0.224125, x[n]:  (-0.707464,0.706749), y[n]:  (-0.705307,0.705854), y(t):  (-0.705349,0.708854), diff:  (-0.000042,0.003000)
n: 1794, t: 0.224250, x[n]:  (0.000268,-1.000000), y[n]: (-0.000624,-0.997842), y(t): (-0.002716,-0.999992), diff: (-0.002092,-0.002150)
n: 1795, t: 0.224375, x[n]:   (0.706740,0.707474), y[n]:   (0.705845,0.705317), y(t):   (0.708845,0.705358), diff:   (0.003000,0.000042)
n: 1796, t: 0.224500, x[n]: (-1.000000,-0.000282), y[n]:  (-0.997842,0.000611), y(t):  (-0.999992,0.002703), diff:  (-0.002150,0.002092)
n: 1797, t: 0.224625, x[n]:  (0.707138,-0.707076), y[n]:  (0.704981,-0.706180), y(t):  (0.705022,-0.709179), diff:  (0.000040,-0.002999)
n: 1798, t: 0.224750, x[n]:  (-0.000295,1.000000), y[n]:   (0.000597,0.997842), y(t):   (0.002689,0.999992), diff:   (0.002092,0.002150)
n: 1799, t: 0.224875, x[n]: (-0.706721,-0.707493), y[n]: (-0.705826,-0.705335), y(t): (-0.708826,-0.705377), diff: (-0.003000,-0.000042)
n: 1800, t: 0.225000, x[n]:   (1.000000,0.000308), y[n]:  (0.997842,-0.000584), y(t):  (0.999992,-0.002676), diff:  (0.002150,-0.002092)
n: 1801, t: 0.225125, x[n]:  (-0.707502,0.706711), y[n]:  (-0.705345,0.705817), y(t):  (-0.705387,0.708816), diff:  (-0.000042,0.003000)
n: 1802, t: 0.225250, x[n]:  (0.000322,-1.000000), y[n]: (-0.000571,-0.997842), y(t): (-0.002662,-0.999992), diff: (-0.002092,-0.002150)
n: 1803, t: 0.225375, x[n]:   (0.706702,0.707511), y[n]:   (0.705807,0.705354), y(t):   (0.708807,0.705396), diff:   (0.003000,0.000042)
n: 1804, t: 0.225500, x[n]: (-1.000000,-0.000335), y[n]:  (-0.997842,0.000558), y(t):  (-0.999992,0.002649), diff:  (-0.002150,0.002091)
n: 1805, t: 0.225625, x[n]:  (0.707176,-0.707038), y[n]:  (0.705019,-0.706143), y(t):  (0.705060,-0.709142), diff:  (0.000040,-0.002999)
n: 1806, t: 0.225750, x[n]:  (-0.000348,1.000000), y[n]:   (0.000544,0.997842), y(t):   (0.002636,0.999992), diff:   (0.002092,0.002150)
n: 1807, t: 0.225875, x[n]: (-0.707028,-0.707185), y[n]: (-0.706133,-0.705029), y(t): (-0.709132,-0.705069), diff: (-0.002999,-0.000040)
n: 1808, t: 0.226000, x[n]:   (1.000000,0.000362), y[n]:  (0.997842,-0.000531), y(t):  (0.999992,-0.002622), diff:  (0.002150,-0.002092)
n: 1809, t: 0.226125, x[n]:  (-0.707540,0.706674), y[n]:  (-0.705383,0.705779), y(t):  (-0.705425,0.708779), diff:  (-0.000042,0.003000)
n: 1810, t: 0.226250, x[n]:  (0.000375,-1.000000), y[n]: (-0.000518,-0.997842), y(t): (-0.002609,-0.999992), diff: (-0.002091,-0.002150)
n: 1811, t: 0.226375, x[n]:   (0.706664,0.707549), y[n]:   (0.705770,0.705392), y(t):   (0.708769,0.705434), diff:   (0.003000,0.000042)
n: 1812, t: 0.226500, x[n]: (-1.000000,-0.000388), y[n]:  (-0.997842,0.000504), y(t):  (-0.999992,0.002596), diff:  (-0.002150,0.002091)
n: 1813, t: 0.226625, x[n]:  (0.707214,-0.707000), y[n]:  (0.705057,-0.706105), y(t):  (0.705097,-0.709104), diff:  (0.000041,-0.002999)
n: 1814, t: 0.226750, x[n]:  (-0.000402,1.000000), y[n]:   (0.000491,0.997842), y(t):   (0.002582,0.999992), diff:   (0.002092,0.002150)
n: 1815, t: 0.226875, x[n]: (-0.706991,-0.707223), y[n]: (-0.706096,-0.705066), y(t): (-0.709095,-0.705107), diff: (-0.002999,-0.000041)
n: 1816, t: 0.227000, x[n]:   (1.000000,0.000415), y[n]:  (0.997842,-0.000477), y(t):  (0.999992,-0.002569), diff:  (0.002150,-0.002092)
n: 1817, t: 0.227125, x[n]:  (-0.707232,0.706981), y[n]:  (-0.705076,0.706086), y(t):  (-0.705116,0.709085), diff:  (-0.000041,0.002999)
n: 1818, t: 0.227250, x[n]:  (0.000429,-1.000000), y[n]: (-0.000464,-0.997842), y(t): (-0.002556,-0.999992), diff: (-0.002092,-0.002150)
n: 1819, t: 0.227375, x[n]:   (0.706626,0.707587), y[n]:   (0.705732,0.705430), y(t):   (0.708731,0.705472), diff:   (0.003000,0.000042)
n: 1820, t: 0.227500, x[n]: (-1.000000,-0.000442), y[n]:  (-0.997842,0.000451), y(t):  (-0.999992,0.002542), diff:  (-0.002150,0.002091)
n: 1821, t: 0.227625, x[n]:  (0.707251,-0.706962), y[n]:  (0.705095,-0.706067), y(t):  (0.705135,-0.709066), diff:  (0.000041,-0.002999)
n: 1822, t: 0.227750, x[n]:  (-0.000455,1.000000), y[n]:   (0.000437,0.997842), y(t):   (0.002529,0.999992), diff:   (0.002092,0.002150)
