Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)
n: 2274, t: 0.284250, x[n]: (-0.308936,-0.951083), y[n]: (-0.309289,-0.950903), y(t): (-0.309315,-0.950960), diff: (-0.000025,-0.000057)
n: 2275, t: 0.284375, x[n]:  (0.000074,-1.000000), y[n]: (-0.000318,-0.999938), y(t): (-0.000324,-1.000000), diff: (-0.000007,-0.000062)
n: 2276, t: 0.284500, x[n]:  (0.309018,-0.951056), y[n]:  (0.308627,-0.951118), y(t):  (0.308640,-0.951179), diff:  (0.000013,-0.000061)
n: 2277, t: 0.284625, x[n]:  (0.587827,-0.808987), y[n]:  (0.587473,-0.809167), y(t):  (0.587505,-0.809221), diff:  (0.000031,-0.000054)
n: 2278, t: 0.284750, x[n]:  (0.809040,-0.587753), y[n]:  (0.808760,-0.588033), y(t):  (0.808806,-0.588075), diff:  (0.000046,-0.000042)
n: 2279, t: 0.284875, x[n]:  (0.951065,-0.308990), y[n]:  (0.950885,-0.309343), y(t):  (0.950942,-0.309368), diff:  (0.000057,-0.000025)
n: 2280, t: 0.285000, x[n]:   (1.000000,0.000078), y[n]:  (0.999938,-0.000313), y(t):  (1.000000,-0.000320), diff:  (0.000062,-0.000006)
n: 2281, t: 0.285125, x[n]:   (0.951036,0.309081), y[n]:   (0.951098,0.308689), y(t):   (0.951159,0.308702), diff:   (0.000061,0.000013)
n: 2282, t: 0.285250, x[n]:   (0.808984,0.587830), y[n]:   (0.809164,0.587477), y(t):   (0.809218,0.587508), diff:   (0.000054,0.000031)
n: 2283, t: 0.285375, x[n]:   (0.587799,0.809007), y[n]:   (0.588079,0.808727), y(t):   (0.588121,0.808773), diff:   (0.000042,0.000046)
n: 2284, t: 0.285500, x[n]:   (0.308986,0.951067), y[n]:   (0.309339,0.950887), y(t):   (0.309364,0.950944), diff:   (0.000025,0.000057)
n: 2285, t: 0.285625, x[n]:  (-0.000022,1.000000), y[n]:   (0.000370,0.999938), y(t):   (0.000376,1.000000), diff:   (0.000007,0.000062)
n: 2286, t: 0.285750, x[n]:  (-0.309027,0.951053), y[n]:  (-0.308635,0.951115), y(t):  (-0.308648,0.951176), diff:  (-0.000013,0.000061)
n: 2287, t: 0.285875, x[n]:  (-0.587834,0.808982), y[n]:  (-0.587481,0.809162), y(t):  (-0.587512,0.809216), diff:  (-0.000031,0.000054)
n: 2288, t: 0.286000, x[n]:  (-0.809046,0.587746), y[n]:  (-0.808765,0.588026), y(t):  (-0.808812,0.588068), diff:  (-0.000046,0.000042)
n: 2289, t: 0.286125, x[n]:  (-0.951068,0.308982), y[n]:  (-0.950888,0.309335), y(t):  (-0.950945,0.309360), diff:  (-0.000057,0.000025)
n: 2290, t: 0.286250, x[n]: (-1.000000,-0.000087), y[n]:  (-0.999938,0.000304), y(t):  (-1.000000,0.000311), diff:  (-0.000062,0.000006)
n: 2291, t: 0.286375, x[n]: (-0.951033,-0.309089), y[n]: (-0.951095,-0.308698), y(t): (-0.951156,-0.308711), diff: (-0.000061,-0.000013)
n: 2292, t: 0.286500, x[n]: (-0.809015,-0.587788), y[n]: (-0.809195,-0.587435), y(t): (-0.809249,-0.587466), diff: (-0.000054,-0.000031)
n: 2293, t: 0.286625, x[n]: (-0.587742,-0.809048), y[n]: (-0.588022,-0.808768), y(t): (-0.588064,-0.808814), diff: (-0.000042,-0.000046)
n: 2294, t: 0.286750, x[n]: (-0.308977,-0.951069), y[n]: (-0.309330,-0.950889), y(t): (-0.309356,-0.950946), diff: (-0.000025,-0.000057)
n: 2295, t: 0.286875, x[n]:  (0.000030,-1.000000), y[n]: (-0.000361,-0.999938), y(t): (-0.000367,-1.000000), diff: (-0.000007,-0.000062)
n: 2296, t: 0.287000, x[n]:  (0.309035,-0.951051), y[n]:  (0.308644,-0.951112), y(t):  (0.308657,-0.951173), diff:  (0.000013,-0.000061)
n: 2297, t: 0.287125, x[n]:  (0.587841,-0.808977), y[n]:  (0.587488,-0.809156), y(t):  (0.587519,-0.809210), diff:  (0.000031,-0.000054)
n: 2298, t: 0.287250, x[n]:  (0.809051,-0.587739), y[n]:  (0.808771,-0.588019), y(t):  (0.808817,-0.588061), diff:  (0.000046,-0.000042)
n: 2299, t: 0.287375, x[n]:  (0.951071,-0.308973), y[n]:  (0.950891,-0.309326), y(t):  (0.950948,-0.309351), diff:  (0.000057,-0.000025)
n: 2300, t: 0.287500, x[n]:   (1.000000,0.000096), y[n]:  (0.999938,-0.000295), y(t):  (1.000000,-0.000302), diff:  (0.000062,-0.000006)
n: 2301, t: 0.287625, x[n]:   (0.951049,0.309039), y[n]:   (0.951111,0.308648), y(t):   (0.951172,0.308661), diff:   (0.000061,0.000013)
n: 2302, t: 0.287750, x[n]:   (0.809010,0.587795), y[n]:   (0.809190,0.587442), y(t):   (0.809244,0.587473), diff:   (0.000054,0.000031)
n: 2303, t: 0.287875, x[n]:   (0.587735,0.809053), y[n]:   (0.588015,0.808773), y(t):   (0.588057,0.808819), diff:   (0.000042,0.000046)
n: 2304, t: 0.288000, x[n]:   (0.308969,0.951072), y[n]:   (0.309322,0.950892), y(t):   (0.309347,0.950949), diff:   (0.000025,0.000057)
n: 2305, t: 0.288125, x[n]:  (-0.000039,1.000000), y[n]:   (0.000352,0.999938), y(t):   (0.000359,1.000000), diff:   (0.000007,0.000062)
n: 2306, t: 0.288250, x[n]:  (-0.309044,0.951048), y[n]:  (-0.308652,0.951110), y(t):  (-0.308665,0.951171), diff:  (-0.000013,0.000061)
n: 2307, t: 0.288375, x[n]:  (-0.587848,0.808971), y[n]:  (-0.587495,0.809151), y(t):  (-0.587526,0.809205), diff:  (-0.000031,0.000054)
n: 2308, t: 0.288500, x[n]:  (-0.809056,0.587731), y[n]:  (-0.808776,0.588012), y(t):  (-0.808822,0.588053), diff:  (-0.000046,0.000042)
n: 2309, t: 0.288625, x[n]:  (-0.951055,0.309023), y[n]:  (-0.950875,0.309376), y(t):  (-0.950932,0.309401), diff:  (-0.000057,0.000025)
n: 2310, t: 0.288750, x[n]: (-1.000000,-0.000044), y[n]:  (-0.999938,0.000348), y(t):  (-1.000000,0.000354), diff:  (-0.000062,0.000006)
n: 2311, t: 0.288875, x[n]: (-0.951046,-0.309048), y[n]: (-0.951108,-0.308657), y(t): (-0.951169,-0.308669), diff: (-0.000061,-0.000013)
n: 2312, t: 0.289000, x[n]: (-0.809005,-0.587802), y[n]: (-0.809184,-0.587449), y(t): (-0.809238,-0.587480), diff: (-0.000054,-0.000031)
n: 2313, t: 0.289125, x[n]: (-0.587728,-0.809059), y[n]: (-0.588008,-0.808778), y(t): (-0.588050,-0.808825), diff: (-0.000042,-0.000046)
n: 2314, t: 0.289250, x[n]: (-0.308960,-0.951075), y[n]: (-0.309313,-0.950895), y(t): (-0.309339,-0.950952), diff: (-0.000025,-0.000057)
n: 2315, t: 0.289375, x[n]:  (0.000048,-1.000000), y[n]: (-0.000343,-0.999938), y(t): (-0.000350,-1.000000), diff: (-0.000007,-0.000062)
n: 2316, t: 0.289500, x[n]:  (0.309110,-0.951026), y[n]:  (0.308719,-0.951088), y(t):  (0.308732,-0.951149), diff:  (0.000013,-0.000061)
n: 2317, t: 0.289625, x[n]:  (0.587855,-0.808966), y[n]:  (0.587502,-0.809146), y(t):  (0.587533,-0.809200), diff:  (0.000031,-0.000054)
n: 2318, t: 0.289750, x[n]:  (0.809025,-0.587774), y[n]:  (0.808745,-0.588054), y(t):  (0.808791,-0.588096), diff:  (0.000046,-0.000042)
n: 2319, t: 0.289875, x[n]:  (0.951057,-0.309014), y[n]:  (0.950877,-0.309367), y(t):  (0.950934,-0.309393), diff:  (0.000057,-0.000025)
n: 2320, t: 0.290000, x[n]:   (1.000000,0.000053), y[n]:  (0.999938,-0.000339), y(t):  (1.000000,-0.000345), diff:  (0.000062,-0.000006)
n: 2321, t: 0.290125, x[n]:   (0.951044,0.309056), y[n]:   (0.951106,0.308665), y(t):   (0.951167,0.308678), diff:   (0.000061,0.000013)
n: 2322, t: 0.290250, x[n]:   (0.808999,0.587810), y[n]:   (0.809179,0.587456), y(t):   (0.809233,0.587488), diff:   (0.000054,0.000031)
n: 2323, t: 0.290375, x[n]:   (0.587721,0.809064), y[n]:   (0.588001,0.808784), y(t):   (0.588043,0.808830), diff:   (0.000042,0.000046)
n: 2324, t: 0.290500, x[n]:   (0.308952,0.951078), y[n]:   (0.309305,0.950898), y(t):   (0.309330,0.950955), diff:   (0.000025,0.000057)
n: 2325, t: 0.290625, x[n]:  (-0.000057,1.000000), y[n]:   (0.000334,0.999938), y(t):   (0.000341,1.000000), diff:   (0.000007,0.000062)
n: 2326, t: 0.290750, x[n]:  (-0.309119,0.951023), y[n]:  (-0.308727,0.951085), y(t):  (-0.308740,0.951146), diff:  (-0.000013,0.000061)
n: 2327, t: 0.290875, x[n]:  (-0.587813,0.808997), y[n]:  (-0.587460,0.809176), y(t):  (-0.587491,0.809230), diff:  (-0.000031,0.000054)
n: 2328, t: 0.291000, x[n]:  (-0.809031,0.587766), y[n]:  (-0.808750,0.588047), y(t):  (-0.808797,0.588088), diff:  (-0.000046,0.000042)
n: 2329, t: 0.291125, x[n]:  (-0.951060,0.309006), y[n]:  (-0.950880,0.309359), y(t):  (-0.950937,0.309384), diff:  (-0.000057,0.000025)
n: 2330, t: 0.291250, x[n]: (-1.000000,-0.000062), y[n]:  (-0.999938,0.000330), y(t):  (-1.000000,0.000336), diff:  (-0.000062,0.000006)
n: 2331, t: 0.291375, x[n]: (-0.951041,-0.309065), y[n]: (-0.951103,-0.308674), y(t): (-0.951164,-0.308686), diff: (-0.000061,-0.000013)
n: 2332, t: 0.291500, x[n]: (-0.808994,-0.587817), y[n]: (-0.809174,-0.587464), y(t): (-0.809228,-0.587495), diff: (-0.000054,-0.000031)
n: 2333, t: 0.291625, x[n]: (-0.587713,-0.809069), y[n]: (-0.587994,-0.808789), y(t): (-0.588035,-0.808835), diff: (-0.000042,-0.000046)
n: 2334, t: 0.291750, x[n]: (-0.308943,-0.951080), y[n]: (-0.309296,-0.950900), y(t): (-0.309322,-0.950957), diff: (-0.000025,-0.000057)
n: 2335, t: 0.291875, x[n]:  (0.000005,-1.000000), y[n]: (-0.000386,-0.999938), y(t): (-0.000393,-1.000000), diff: (-0.000007,-0.000062)
n: 2336, t: 0.292000, x[n]:  (0.309069,-0.951040), y[n]:  (0.308678,-0.951101), y(t):  (0.308691,-0.951162), diff:  (0.000013,-0.000061)
n: 2337, t: 0.292125, x[n]:  (0.587820,-0.808991), y[n]:  (0.587467,-0.809171), y(t):  (0.587498,-0.809225), diff:  (0.000031,-0.000054)
n: 2338, t: 0.292250, x[n]:  (0.809036,-0.587759), y[n]:  (0.808756,-0.588039), y(t):  (0.808802,-0.588081), diff:  (0.000046,-0.000042)
n: 2339, t: 0.292375, x[n]:  (0.951082,-0.308939), y[n]:  (0.950902,-0.309292), y(t):  (0.950959,-0.309318), diff:  (0.000057,-0.000025)
n: 2340, t: 0.292500, x[n]:   (1.000000,0.000071), y[n]:  (0.999938,-0.000321), y(t):  (1.000000,-0.000327), diff:  (0.000062,-0.000007)
n: 2341, t: 0.292625, x[n]:   (0.951038,0.309073), y[n]:   (0.951100,0.308682), y(t):   (0.951161,0.308695), diff:   (0.000061,0.000013)
n: 2342, t: 0.292750, x[n]:   (0.809025,0.587775), y[n]:   (0.809204,0.587422), y(t):   (0.809258,0.587453), diff:   (0.000054,0.000031)
n: 2343, t: 0.292875, x[n]:   (0.587706,0.809074), y[n]:   (0.587986,0.808794), y(t):   (0.588028,0.808840), diff:   (0.000042,0.000046)
n: 2344, t: 0.293000, x[n]:   (0.308993,0.951064), y[n]:   (0.309346,0.950884), y(t):   (0.309371,0.950941), diff:   (0.000025,0.000057)
n: 2345, t: 0.293125, x[n]:  (-0.000014,1.000000), y[n]:   (0.000377,0.999938), y(t):   (0.000384,1.000000), diff:   (0.000007,0.000062)
n: 2346, t: 0.293250, x[n]:  (-0.309078,0.951037), y[n]:  (-0.308686,0.951099), y(t):  (-0.308699,0.951160), diff:  (-0.000013,0.000061)
n: 2347, t: 0.293375, x[n]:  (-0.587828,0.808986), y[n]:  (-0.587475,0.809166), y(t):  (-0.587506,0.809220), diff:  (-0.000031,0.000054)
n: 2348, t: 0.293500, x[n]:  (-0.809041,0.587752), y[n]:  (-0.808761,0.588032), y(t):  (-0.808807,0.588074), diff:  (-0.000046,0.000042)
n: 2349, t: 0.293625, x[n]:  (-0.951085,0.308931), y[n]:  (-0.950905,0.309284), y(t):  (-0.950962,0.309309), diff:  (-0.000057,0.000025)
n: 2350, t: 0.293750, x[n]: (-1.000000,-0.000079), y[n]:  (-0.999938,0.000312), y(t):  (-1.000000,0.000318), diff:  (-0.000062,0.000007)
n: 2351, t: 0.293875, x[n]: (-0.951054,-0.309024), y[n]: (-0.951116,-0.308632), y(t): (-0.951177,-0.308645), diff: (-0.000061,-0.000013)
n: 2352, t: 0.294000, x[n]: (-0.809020,-0.587782), y[n]: (-0.809199,-0.587429), y(t): (-0.809253,-0.587460), diff: (-0.000054,-0.000031)
n: 2353, t: 0.294125, x[n]: (-0.587748,-0.809044), y[n]: (-0.588029,-0.808763), y(t): (-0.588070,-0.808810), diff: (-0.000042,-0.000046)
n: 2354, t: 0.294250, x[n]: (-0.308984,-0.951067), y[n]: (-0.309337,-0.950887), y(t): (-0.309363,-0.950944), diff: (-0.000025,-0.000057)
n: 2355, t: 0.294375, x[n]:  (0.000023,-1.000000), y[n]: (-0.000368,-0.999938), y(t): (-0.000375,-1.000000), diff: (-0.000007,-0.000062)
n: 2356, t: 0.294500, x[n]:  (0.309086,-0.951034), y[n]:  (0.308695,-0.951096), y(t):  (0.308708,-0.951157), diff:  (0.000013,-0.000061)
n: 2357, t: 0.294625, x[n]:  (0.587835,-0.808981), y[n]:  (0.587482,-0.809161), y(t):  (0.587513,-0.809215), diff:  (0.000031,-0.000054)
n: 2358, t: 0.294750, x[n]:  (0.809046,-0.587745), y[n]:  (0.808766,-0.588025), y(t):  (0.808812,-0.588067), diff:  (0.000046,-0.000042)
n: 2359, t: 0.294875, x[n]:  (0.951087,-0.308922), y[n]:  (0.950907,-0.309275), y(t):  (0.950964,-0.309301), diff:  (0.000057,-0.000025)
n: 2360, t: 0.295000, x[n]:   (1.000000,0.000027), y[n]:  (0.999938,-0.000364), y(t):  (1.000000,-0.000371), diff:  (0.000062,-0.000007)
n: 2361, t: 0.295125, x[n]:   (0.951052,0.309032), y[n]:   (0.951113,0.308641), y(t):   (0.951174,0.308654), diff:   (0.000061,0.000013)
n: 2362, t: 0.295250, x[n]:   (0.808978,0.587838), y[n]:   (0.809158,0.587485), y(t):   (0.809212,0.587516), diff:   (0.000054,0.000031)
n: 2363, t: 0.295375, x[n]:   (0.587741,0.809049), y[n]:   (0.588021,0.808769), y(t):   (0.588063,0.808815), diff:   (0.000042,0.000046)
n: 2364, t: 0.295500, x[n]:   (0.308976,0.951070), y[n]:   (0.309329,0.950890), y(t):   (0.309354,0.950947), diff:   (0.000025,0.000057)
n: 2365, t: 0.295625, x[n]:  (-0.000032,1.000000), y[n]:   (0.000360,0.999938), y(t):   (0.000366,1.000000), diff:   (0.000007,0.000062)
n: 2366, t: 0.295750, x[n]:  (-0.309094,0.951031), y[n]:  (-0.308703,0.951093), y(t):  (-0.308716,0.951154), diff:  (-0.000013,0.000061)
n: 2367, t: 0.295875, x[n]:  (-0.587842,0.808976), y[n]:  (-0.587489,0.809156), y(t):  (-0.587520,0.809210), diff:  (-0.000031,0.000054)
n: 2368, t: 0.296000, x[n]:  (-0.809016,0.587787), y[n]:  (-0.808736,0.588067), y(t):  (-0.808782,0.588109), diff:  (-0.000046,0.000042)
n: 2369, t: 0.296125, x[n]:  (-0.951071,0.308972), y[n]:  (-0.950891,0.309325), y(t):  (-0.950948,0.309350), diff:  (-0.000057,0.000025)
n: 2370, t: 0.296250, x[n]: (-1.000000,-0.000036), y[n]:  (-0.999938,0.000355), y(t):  (-1.000000,0.000362), diff:  (-0.000062,0.000007)
n: 2371, t: 0.296375, x[n]: (-0.951049,-0.309041), y[n]: (-0.951111,-0.308649), y(t): (-0.951172,-0.308662), diff: (-0.000061,-0.000013)
n: 2372, t: 0.296500, x[n]: (-0.808973,-0.587846), y[n]: (-0.809153,-0.587492), y(t): (-0.809207,-0.587524), diff: (-0.000054,-0.000031)
n: 2373, t: 0.296625, x[n]: (-0.587734,-0.809054), y[n]: (-0.588014,-0.808774), y(t): (-0.588056,-0.808820), diff: (-0.000042,-0.000046)
n: 2374, t: 0.296750, x[n]: (-0.308968,-0.951073), y[n]: (-0.309321,-0.950893), y(t): (-0.309346,-0.950950), diff: (-0.000025,-0.000057)
n: 2375, t: 0.296875, x[n]:  (0.000041,-1.000000), y[n]: (-0.000351,-0.999938), y(t): (-0.000357,-1.000000), diff: (-0.000007,-0.000062)
n: 2376, t: 0.297000, x[n]:  (0.309103,-0.951029), y[n]:  (0.308712,-0.951090), y(t):  (0.308725,-0.951151), diff:  (0.000013,-0.000061)
n: 2377, t: 0.297125, x[n]:  (0.587800,-0.809006), y[n]:  (0.587447,-0.809186), y(t):  (0.587478,-0.809240), diff:  (0.000031,-0.000054)
n: 2378, t: 0.297250, x[n]:  (0.809021,-0.587780), y[n]:  (0.808741,-0.588060), y(t):  (0.808787,-0.588102), diff:  (0.000046,-0.000042)
n: 2379, t: 0.297375, x[n]:  (0.951074,-0.308963), y[n]:  (0.950894,-0.309316), y(t):  (0.950951,-0.309342), diff:  (0.000057,-0.000025)
n: 2380, t: 0.297500, x[n]:   (1.000000,0.000045), y[n]:  (0.999938,-0.000346), y(t):  (1.000000,-0.000353), diff:  (0.000062,-0.000007)
n: 2381, t: 0.297625, x[n]:   (0.951046,0.309049), y[n]:   (0.951108,0.308658), y(t):   (0.951169,0.308671), diff:   (0.000061,0.000013)
n: 2382, t: 0.297750, x[n]:   (0.808968,0.587853), y[n]:   (0.809148,0.587500), y(t):   (0.809202,0.587531), diff:   (0.000054,0.000031)
n: 2383, t: 0.297875, x[n]:   (0.587727,0.809059), y[n]:   (0.588007,0.808779), y(t):   (0.588049,0.808825), diff:   (0.000042,0.000046)
n: 2384, t: 0.298000, x[n]:   (0.308959,0.951075), y[n]:   (0.309312,0.950895), y(t):   (0.309337,0.950952), diff:   (0.000025,0.000057)
n: 2385, t: 0.298125, x[n]:  (-0.000111,1.000000), y[n]:   (0.000281,0.999938), y(t):   (0.000287,1.000000), diff:   (0.000006,0.000062)
n: 2386, t: 0.298250, x[n]:  (-0.309053,0.951045), y[n]:  (-0.308662,0.951107), y(t):  (-0.308675,0.951168), diff:  (-0.000013,0.000061)
n: 2387, t: 0.298375, x[n]:  (-0.587807,0.809001), y[n]:  (-0.587454,0.809181), y(t):  (-0.587485,0.809235), diff:  (-0.000031,0.000054)
n: 2388, t: 0.298500, x[n]:  (-0.809026,0.587773), y[n]:  (-0.808746,0.588053), y(t):  (-0.808792,0.588094), diff:  (-0.000046,0.000042)
n: 2389, t: 0.298625, x[n]:  (-0.951077,0.308955), y[n]:  (-0.950897,0.309308), y(t):  (-0.950954,0.309333), diff:  (-0.000057,0.000025)
n: 2390, t: 0.298750, x[n]: (-1.000000,-0.000054), y[n]:  (-0.999938,0.000337), y(t):  (-1.000000,0.000344), diff:  (-0.000062,0.000007)
n: 2391, t: 0.298875, x[n]: (-0.951043,-0.309058), y[n]: (-0.951105,-0.308666), y(t): (-0.951166,-0.308679), diff: (-0.000061,-0.000013)
n: 2392, t: 0.299000, x[n]: (-0.808963,-0.587860), y[n]: (-0.809142,-0.587507), y(t): (-0.809196,-0.587538), diff: (-0.000054,-0.000031)
n: 2393, t: 0.299125, x[n]: (-0.587720,-0.809065), y[n]: (-0.588000,-0.808784), y(t): (-0.588041,-0.808831), diff: (-0.000042,-0.000046)
n: 2394, t: 0.299250, x[n]: (-0.309009,-0.951059), y[n]: (-0.309362,-0.950879), y(t): (-0.309387,-0.950936), diff: (-0.000025,-0.000057)
n: 2395, t: 0.299375, x[n]:  (0.000058,-1.000000), y[n]: (-0.000333,-0.999938), y(t): (-0.000339,-1.000000), diff: (-0.000006,-0.000062)
n: 2396, t: 0.299500, x[n]:  (0.309062,-0.951042), y[n]:  (0.308671,-0.951104), y(t):  (0.308683,-0.951165), diff:  (0.000013,-0.000061)
n: 2397, t: 0.299625, x[n]:  (0.587814,-0.808996), y[n]:  (0.587461,-0.809176), y(t):  (0.587492,-0.809230), diff:  (0.000031,-0.000054)
n: 2398, t: 0.299750, x[n]:  (0.809031,-0.587765), y[n]:  (0.808751,-0.588045), y(t):  (0.808797,-0.588087), diff:  (0.000046,-0.000042)
n: 2399, t: 0.299875, x[n]:  (0.951079,-0.308946), y[n]:  (0.950899,-0.309299), y(t):  (0.950956,-0.309325), diff:  (0.000057,-0.000025)
n: 2400, t: 0.300000, x[n]:   (1.000000,0.000063), y[n]:  (0.999938,-0.000328), y(t):  (1.000000,-0.000335), diff:  (0.000062,-0.000007)
n: 2401, t: 0.300125, x[n]:   (0.951041,0.309066), y[n]:   (0.951102,0.308675), y(t):   (0.951163,0.308688), diff:   (0.000061,0.000013)
n: 2402, t: 0.300250, x[n]:   (0.808957,0.587867), y[n]:   (0.809137,0.587514), y(t):   (0.809191,0.587545), diff:   (0.000054,0.000031)
n: 2403, t: 0.300375, x[n]:   (0.587762,0.809034), y[n]:   (0.588042,0.808754), y(t):   (0.588084,0.808800), diff:   (0.000042,0.000046)
n: 2404, t: 0.300500, x[n]:   (0.309000,0.951062), y[n]:   (0.309353,0.950882), y(t):   (0.309379,0.950939), diff:   (0.000025,0.000057)
n: 2405, t: 0.300625, x[n]:  (-0.000067,1.000000), y[n]:   (0.000324,0.999938), y(t):   (0.000330,1.000000), diff:   (0.000006,0.000062)
n: 2406, t: 0.300750, x[n]:  (-0.309070,0.951039), y[n]:  (-0.308679,0.951101), y(t):  (-0.308692,0.951162), diff:  (-0.000013,0.000061)
n: 2407, t: 0.300875, x[n]:  (-0.587821,0.808991), y[n]:  (-0.587468,0.809170), y(t):  (-0.587500,0.809224), diff:  (-0.000031,0.000054)
n: 2408, t: 0.301000, x[n]:  (-0.809073,0.587709), y[n]:  (-0.808792,0.587989), y(t):  (-0.808839,0.588031), diff:  (-0.000046,0.000042)
n: 2409, t: 0.301125, x[n]:  (-0.951082,0.308938), y[n]:  (-0.950902,0.309291), y(t):  (-0.950959,0.309316), diff:  (-0.000057,0.000025)
n: 2410, t: 0.301250, x[n]: (-1.000000,-0.000011), y[n]:  (-0.999938,0.000380), y(t):  (-1.000000,0.000387), diff:  (-0.000062,0.000007)
n: 2411, t: 0.301375, x[n]: (-0.951057,-0.309017), y[n]: (-0.951119,-0.308625), y(t): (-0.951180,-0.308638), diff: (-0.000061,-0.000013)
n: 2412, t: 0.301500, x[n]: (-0.808988,-0.587825), y[n]: (-0.809168,-0.587472), y(t): (-0.809222,-0.587503), diff: (-0.000054,-0.000031)
n: 2413, t: 0.301625, x[n]: (-0.587755,-0.809039), y[n]: (-0.588035,-0.808759), y(t): (-0.588076,-0.808805), diff: (-0.000042,-0.000046)
n: 2414, t: 0.301750, x[n]: (-0.308992,-0.951065), y[n]: (-0.309345,-0.950885), y(t): (-0.309370,-0.950942), diff: (-0.000025,-0.000057)
n: 2415, t: 0.301875, x[n]:  (0.000076,-1.000000), y[n]: (-0.000315,-0.999938), y(t): (-0.000322,-1.000000), diff: (-0.000006,-0.000062)
n: 2416, t: 0.302000, x[n]:  (0.309079,-0.951036), y[n]:  (0.308687,-0.951098), y(t):  (0.308700,-0.951159), diff:  (0.000013,-0.000061)
n: 2417, t: 0.302125, x[n]:  (0.587829,-0.808985), y[n]:  (0.587476,-0.809165), y(t):  (0.587507,-0.809219), diff:  (0.000031,-0.000054)
n: 2418, t: 0.302250, x[n]:  (0.809078,-0.587702), y[n]:  (0.808797,-0.587982), y(t):  (0.808844,-0.588023), diff:  (0.000046,-0.000042)
n: 2419, t: 0.302375, x[n]:  (0.951066,-0.308987), y[n]:  (0.950886,-0.309340), y(t):  (0.950943,-0.309366), diff:  (0.000057,-0.000025)
n: 2420, t: 0.302500, x[n]:   (1.000000,0.000020), y[n]:  (0.999938,-0.000372), y(t):  (1.000000,-0.000378), diff:  (0.000062,-0.000007)
n: 2421, t: 0.302625, x[n]:   (0.951054,0.309025), y[n]:   (0.951116,0.308634), y(t):   (0.951177,0.308647), diff:   (0.000061,0.000013)
n: 2422, t: 0.302750, x[n]:   (0.808983,0.587832), y[n]:   (0.809163,0.587479), y(t):   (0.809217,0.587510), diff:   (0.000054,0.000031)
n: 2423, t: 0.302875, x[n]:   (0.587747,0.809044), y[n]:   (0.588027,0.808764), y(t):   (0.588069,0.808811), diff:   (0.000042,0.000046)
n: 2424, t: 0.303000, x[n]:   (0.308983,0.951068), y[n]:   (0.309336,0.950888), y(t):   (0.309362,0.950944), diff:   (0.000025,0.000057)
n: 2425, t: 0.303125, x[n]:  (-0.000085,1.000000), y[n]:   (0.000306,0.999938), y(t):   (0.000313,1.000000), diff:   (0.000006,0.000062)
n: 2426, t: 0.303250, x[n]:  (-0.309087,0.951034), y[n]:  (-0.308696,0.951096), y(t):  (-0.308709,0.951156), diff:  (-0.000013,0.000061)
n: 2427, t: 0.303375, x[n]:  (-0.587786,0.809016), y[n]:  (-0.587434,0.809196), y(t):  (-0.587465,0.809250), diff:  (-0.000031,0.000054)
n: 2428, t: 0.303500, x[n]:  (-0.809047,0.587744), y[n]:  (-0.808767,0.588024), y(t):  (-0.808813,0.588066), diff:  (-0.000046,0.000042)
n: 2429, t: 0.303625, x[n]:  (-0.951069,0.308979), y[n]:  (-0.950889,0.309332), y(t):  (-0.950946,0.309357), diff:  (-0.000057,0.000025)
n: 2430, t: 0.303750, x[n]: (-1.000000,-0.000029), y[n]:  (-0.999938,0.000363), y(t):  (-1.000000,0.000369), diff:  (-0.000062,0.000007)
n: 2431, t: 0.303875, x[n]: (-0.951032,-0.309092), y[n]: (-0.951094,-0.308700), y(t): (-0.951155,-0.308713), diff: (-0.000061,-0.000013)
n: 2432, t: 0.304000, x[n]: (-0.808978,-0.587839), y[n]: (-0.809157,-0.587486), y(t): (-0.809211,-0.587518), diff: (-0.000054,-0.000031)
n: 2433, t: 0.304125, x[n]: (-0.587740,-0.809050), y[n]: (-0.588020,-0.808769), y(t): (-0.588062,-0.808816), diff: (-0.000042,-0.000046)
n: 2434, t: 0.304250, x[n]: (-0.308975,-0.951070), y[n]: (-0.309328,-0.950890), y(t): (-0.309353,-0.950947), diff: (-0.000025,-0.000057)
n: 2435, t: 0.304375, x[n]:  (0.000094,-1.000000), y[n]: (-0.000297,-0.999938), y(t): (-0.000304,-1.000000), diff: (-0.000006,-0.000062)
n: 2436, t: 0.304500, x[n]:  (0.309038,-0.951050), y[n]:  (0.308646,-0.951112), y(t):  (0.308659,-0.951173), diff:  (0.000013,-0.000061)
n: 2437, t: 0.304625, x[n]:  (0.587794,-0.809011), y[n]:  (0.587441,-0.809191), y(t):  (0.587472,-0.809245), diff:  (0.000031,-0.000054)
n: 2438, t: 0.304750, x[n]:  (0.809052,-0.587737), y[n]:  (0.808772,-0.588017), y(t):  (0.808818,-0.588058), diff:  (0.000046,-0.000042)
n: 2439, t: 0.304875, x[n]:  (0.951072,-0.308971), y[n]:  (0.950892,-0.309323), y(t):  (0.950949,-0.309349), diff:  (0.000057,-0.000025)
n: 2440, t: 0.305000, x[n]:   (1.000000,0.000038), y[n]:  (0.999938,-0.000354), y(t):  (1.000000,-0.000360), diff:  (0.000062,-0.000007)
